frame,time,id,cls,conf,x1,y1,x2,y2,cx,cy,lane,speed_kmh
274,9.14,97,car,0.53,1439.8,638.3,1514.9,688.7,1477.3,663.5,8,88.0
274,9.14,124,car,0.53,1052.4,326.5,1159.2,365.1,1105.8,345.8,3,66.0
275,9.18,158,car,0.63,1347.7,248.7,1423.6,303.2,1385.6,276.0,2,85.1
275,9.18,97,car,0.35,1455.0,637.3,1529.2,689.6,1492.1,663.4,8,87.8
275,9.18,124,car,0.50,1041.2,326.3,1145.8,365.3,1093.5,345.8,3,67.5
275,9.18,111,car,0.40,777.7,362.8,847.9,430.9,812.8,396.9,4,87.5
276,9.21,158,car,0.60,1332.8,247.3,1408.2,305.0,1370.5,276.2,2,85.4
276,9.21,97,car,0.42,1469.3,640.1,1545.7,687.1,1507.5,663.6,8,88.4
276,9.21,124,car,0.62,1027.8,327.1,1136.4,366.7,1082.1,346.9,3,66.7
276,9.21,111,car,0.54,762.9,363.7,836.9,431.6,799.9,397.7,4,86.9
277,9.24,158,car,0.60,1320.0,247.6,1395.6,303.3,1357.8,275.4,2,85.3
277,9.24,97,car,0.50,1484.8,639.6,1565.9,687.9,1525.3,663.8,8,89.8
277,9.24,124,car,0.57,1020.1,326.9,1123.8,365.9,1071.9,346.4,3,67.2
277,9.24,111,car,0.58,748.7,361.9,823.9,430.8,786.3,396.4,4,87.1
278,9.28,158,car,0.61,1305.4,248.9,1381.7,306.6,1343.5,277.7,2,85.1
278,9.28,97,car,0.50,1500.6,637.4,1575.0,688.1,1537.8,662.8,8,89.5
278,9.28,124,car,0.58,1011.7,326.6,1113.1,365.4,1062.4,346.0,3,65.9
278,9.28,111,car,0.50,734.4,361.8,810.8,430.6,772.6,396.2,4,86.8
279,9.31,158,car,0.62,1291.8,248.7,1365.9,305.7,1328.8,277.2,2,84.6
279,9.31,97,car,0.46,1515.2,633.9,1590.3,688.1,1552.7,661.0,8,89.4
279,9.31,124,car,0.56,1000.8,326.2,1102.7,365.9,1051.7,346.0,3,65.7
279,9.31,111,car,0.61,720.1,360.6,795.6,432.1,757.9,396.4,4,87.0
280,9.34,158,car,0.62,1277.0,247.8,1353.0,304.8,1315.0,276.3,2,84.9
280,9.34,97,car,0.40,1528.8,636.3,1603.0,687.8,1565.9,662.0,8,88.7
280,9.34,124,car,0.62,988.8,326.4,1092.2,365.6,1040.5,346.0,3,65.3
280,9.34,111,car,0.53,705.5,364.4,779.0,432.2,742.3,398.3,4,87.3
281,9.38,158,car,0.62,1263.4,247.7,1337.7,304.7,1300.5,276.2,2,85.2
281,9.38,97,car,0.41,1544.0,635.1,1618.5,687.3,1581.2,661.2,8,88.1
281,9.38,124,car,0.61,976.2,326.4,1080.5,365.1,1028.4,345.8,3,65.7
281,9.38,111,car,0.37,691.7,367.0,764.1,431.6,727.9,399.3,4,86.6
282,9.41,158,car,0.48,1249.1,247.0,1323.8,304.5,1286.4,275.8,2,84.5
282,9.41,97,car,0.53,1559.2,633.4,1634.0,687.3,1596.6,660.3,8,87.4
282,9.41,124,car,0.58,965.6,326.5,1068.9,364.4,1017.2,345.5,3,65.2
282,9.41,111,car,0.53,677.3,366.6,748.3,430.0,712.8,398.3,4,87.1
283,9.44,158,car,0.55,1235.1,247.5,1309.3,305.2,1272.2,276.3,2,84.3
283,9.44,97,car,0.44,1572.6,636.2,1647.6,686.7,1610.1,661.4,8,86.9
283,9.44,124,car,0.60,952.2,327.5,1059.9,365.2,1006.0,346.3,3,65.4
283,9.44,111,car,0.49,663.8,369.7,733.3,431.6,698.5,400.6,5,86.3
284,9.48,158,car,0.60,1222.8,249.4,1295.2,306.0,1259.0,277.7,2,83.5
284,9.48,97,car,0.47,1585.8,634.7,1662.5,686.4,1624.2,660.6,8,88.1
284,9.48,124,car,0.59,941.8,325.3,1050.5,367.0,996.1,346.1,3,65.0
284,9.48,111,car,0.52,649.4,370.3,717.4,430.9,683.4,400.6,5,85.6
285,9.51,158,car,0.56,1206.7,249.9,1281.0,305.7,1243.9,277.8,2,83.7
285,9.51,97,car,0.56,1602.3,635.5,1678.1,686.3,1640.2,660.9,8,88.3
285,9.51,124,car,0.54,931.2,326.0,1037.8,366.6,984.5,346.3,3,65.9
285,9.51,111,car,0.52,634.7,369.2,702.8,430.4,668.8,399.8,4,86.8
286,9.54,158,car,0.60,1192.7,250.0,1267.3,305.4,1230.0,277.7,2,83.5
286,9.54,97,car,0.46,1616.8,637.4,1692.2,685.9,1654.5,661.7,8,87.0
286,9.54,124,car,0.53,922.0,326.4,1025.1,365.3,973.5,345.8,3,64.7
286,9.54,111,car,0.49,619.4,371.3,689.7,429.5,654.6,400.4,5,86.5
287,9.58,158,car,0.59,1178.5,249.1,1254.0,305.7,1216.2,277.4,2,83.6
287,9.58,97,car,0.51,1632.7,635.1,1710.0,686.0,1671.4,660.6,8,88.1
287,9.58,124,car,0.54,911.2,327.1,1016.5,365.7,963.8,346.4,3,64.4
287,9.58,111,car,0.57,603.4,371.1,675.4,430.2,639.4,400.7,5,86.7
288,9.61,158,car,0.60,1164.3,247.5,1238.1,307.9,1201.2,277.7,2,83.7
288,9.61,97,car,0.48,1649.8,635.5,1726.0,686.1,1687.9,660.8,8,88.9
288,9.61,124,car,0.48,901.2,326.0,1008.2,366.2,954.7,346.1,3,63.0
288,9.61,111,car,0.49,589.4,370.4,659.3,431.5,624.3,401.0,5,85.5
289,9.64,158,car,0.60,1151.0,246.8,1224.6,306.6,1187.8,276.7,2,82.9
289,9.64,97,car,0.49,1663.1,635.5,1740.1,685.2,1701.6,660.3,8,88.1
289,9.64,124,car,0.57,886.9,326.4,994.0,365.8,940.4,346.1,3,64.3
289,9.64,111,car,0.53,574.5,370.1,646.6,432.1,610.5,401.1,5,86.0
290,9.68,158,car,0.60,1135.5,247.0,1210.7,306.9,1173.1,277.0,2,83.8
290,9.68,97,car,0.45,1678.2,633.6,1754.8,685.5,1716.5,659.6,8,86.8
290,9.68,124,car,0.53,877.4,325.4,981.4,365.7,929.4,345.5,3,64.7
290,9.68,111,car,0.55,557.8,367.0,632.2,431.6,595.0,399.3,4,86.8
291,9.71,158,car,0.60,1122.2,248.6,1196.5,305.9,1159.4,277.3,2,83.6
291,9.71,97,car,0.43,1694.2,633.7,1770.7,684.9,1732.4,659.3,8,88.3
291,9.71,124,car,0.60,864.8,326.6,971.7,366.0,918.2,346.3,3,65.4
291,9.71,111,car,0.49,544.5,365.0,619.5,430.4,582.0,397.7,4,86.5
292,9.74,158,car,0.58,1106.4,246.6,1181.5,306.3,1144.0,276.4,2,83.9
292,9.74,97,car,0.48,1707.7,634.4,1785.6,684.3,1746.6,659.4,8,88.0
292,9.74,124,car,0.61,855.3,326.6,958.8,365.9,907.1,346.3,3,65.6
292,9.74,111,car,0.58,529.5,361.1,606.5,432.5,568.0,396.8,4,86.1
293,9.78,158,car,0.58,1090.7,246.9,1165.9,307.2,1128.3,277.0,2,84.7
293,9.78,124,car,0.62,845.2,326.5,946.7,366.2,895.9,346.4,3,65.6
293,9.78,111,car,0.44,514.2,363.3,592.9,433.2,553.6,398.3,4,85.6
294,9.81,158,car,0.59,1079.4,248.7,1153.8,308.9,1116.6,278.8,2,83.5
294,9.81,124,car,0.64,833.0,327.7,935.8,366.2,884.4,346.9,3,65.3
294,9.81,111,car,0.37,500.8,363.9,577.8,434.0,539.3,398.9,4,85.6
294,9.81,97,car,0.30,1738.5,636.2,1814.7,684.5,1776.6,660.3,8,88.8
295,9.84,158,car,0.56,1063.4,249.3,1138.7,307.9,1101.0,278.6,2,84.1
295,9.84,124,car,0.52,824.3,327.4,925.4,365.8,874.9,346.6,3,64.6
295,9.84,97,car,0.35,1749.5,632.3,1832.4,685.4,1791.0,658.8,8,88.4
296,9.88,158,car,0.56,1050.6,251.6,1123.5,306.4,1087.0,279.0,2,84.0
296,9.88,124,car,0.46,813.8,327.4,917.2,366.3,865.5,346.8,3,63.8
297,9.91,158,car,0.62,1034.8,249.8,1110.8,306.5,1072.8,278.1,2,84.5
297,9.91,124,car,0.61,799.8,326.7,903.4,367.1,851.6,346.9,3,65.6
298,9.95,158,car,0.60,1019.8,250.9,1096.2,305.9,1058.0,278.4,2,84.3
298,9.95,124,car,0.56,791.3,325.7,893.7,367.7,842.5,346.7,3,64.5
298,9.95,97,car,0.37,1796.5,631.3,1877.6,684.9,1837.0,658.1,8,88.6
299,9.98,158,car,0.58,1006.3,250.6,1081.5,306.8,1043.9,278.7,2,84.5
299,9.98,124,car,0.56,778.1,325.4,880.9,366.9,829.5,346.2,3,65.4
299,9.98,97,car,0.33,1814.9,634.6,1892.7,683.6,1853.8,659.1,8,89.8
300,10.01,158,car,0.59,990.2,251.1,1066.6,307.6,1028.4,279.3,2,85.3
300,10.01,124,car,0.67,765.7,325.1,872.0,369.0,818.8,347.1,3,65.8
300,10.01,111,car,0.54,410.1,361.0,487.4,429.5,448.8,395.3,4,86.5
301,10.05,158,car,0.58,979.3,251.7,1054.0,309.5,1016.7,280.6,2,83.7
301,10.05,124,car,0.62,758.0,324.8,860.6,368.6,809.3,346.7,3,66.0
301,10.05,97,car,0.33,1847.4,634.6,1920.0,683.3,1883.7,658.9,8,90.1
302,10.08,158,car,0.57,964.4,250.3,1040.6,308.6,1002.5,279.5,2,84.1
302,10.08,124,car,0.62,748.2,324.2,848.2,368.5,798.2,346.3,3,64.5
302,10.08,111,car,0.41,384.4,360.4,457.4,429.3,420.9,394.8,4,86.2
303,10.11,158,car,0.49,949.1,251.7,1024.6,306.0,986.8,278.8,2,84.5
303,10.11,124,car,0.56,734.7,325.8,836.5,367.1,785.6,346.5,3,65.3
303,10.11,111,car,0.35,368.6,363.4,443.1,432.3,405.9,397.8,4,86.2
304,10.15,158,car,0.43,935.9,251.0,1011.9,305.5,973.9,278.2,2,84.2
304,10.15,124,car,0.48,726.1,326.5,828.3,366.8,777.2,346.6,3,64.0
304,10.15,111,car,0.35,353.9,364.6,430.1,432.8,392.0,398.7,4,85.9
305,10.18,158,car,0.49,922.8,251.8,997.8,305.8,960.3,278.8,2,83.4
305,10.18,124,car,0.41,713.7,325.7,815.6,365.5,764.7,345.6,3,64.6
305,10.18,111,car,0.31,339.5,360.9,415.7,432.4,377.6,396.6,4,86.0
306,10.21,158,car,0.55,909.7,253.0,982.5,305.8,946.1,279.4,2,82.7
306,10.21,124,car,0.60,702.8,325.4,805.3,366.2,754.0,345.8,3,64.4
306,10.21,111,car,0.34,322.7,364.7,400.2,431.1,361.4,397.9,4,86.3
307,10.25,158,car,0.56,892.9,252.1,968.1,304.7,930.5,278.4,2,84.4
307,10.25,124,car,0.56,692.3,325.5,793.4,365.6,742.9,345.6,3,64.2
307,10.25,111,car,0.57,312.8,365.0,391.4,430.3,352.1,397.7,4,84.5
308,10.28,158,car,0.56,882.3,253.4,955.2,305.4,918.7,279.4,2,82.7
308,10.28,124,car,0.62,682.2,324.5,782.1,365.3,732.1,344.9,3,64.8
308,10.28,111,car,0.40,295.7,363.3,376.7,429.3,336.2,396.3,4,85.2
309,10.31,124,car,0.63,670.2,325.0,771.9,365.5,721.1,345.3,3,65.6
309,10.31,111,car,0.36,284.6,360.9,361.1,428.2,322.8,394.6,4,84.5
310,10.35,124,car,0.58,659.5,325.4,761.8,366.6,710.7,346.0,3,63.9
310,10.35,111,car,0.39,269.5,360.9,344.0,426.7,306.7,393.8,4,85.5
310,10.35,158,car,0.41,853.8,255.0,926.2,308.9,890.0,281.9,2,83.0
311,10.38,124,car,0.58,649.5,325.7,750.1,366.6,699.8,346.2,3,64.8
311,10.38,158,car,0.54,840.0,254.9,914.4,307.3,877.2,281.1,2,82.5
312,10.41,124,car,0.60,638.3,326.1,741.0,366.5,689.7,346.3,3,63.4
312,10.41,158,car,0.48,825.7,254.8,898.6,305.8,862.2,280.3,2,82.5
313,10.45,124,car,0.60,627.3,326.4,728.7,365.9,678.0,346.2,3,63.9
313,10.45,158,car,0.56,812.9,256.2,884.1,306.9,848.5,281.6,2,82.4
313,10.45,205,car,0.64,1502.9,609.6,1573.3,681.8,1538.1,645.7,8,0.0
313,10.45,111,car,0.51,219.1,364.5,298.8,426.4,259.0,395.5,4,86.8
314,10.48,124,car,0.48,615.8,326.6,716.5,365.8,666.2,346.2,3,64.9
314,10.48,158,car,0.46,796.8,255.6,871.6,307.8,834.2,281.7,2,81.8
314,10.48,205,car,0.54,1513.2,607.0,1587.7,680.3,1550.4,643.6,8,73.8
315,10.51,124,car,0.65,605.4,325.3,706.1,367.1,655.7,346.2,3,64.7
315,10.51,158,car,0.45,786.7,257.1,857.4,307.5,822.1,282.3,2,82.0
315,10.51,111,car,0.41,191.6,361.1,267.8,424.6,229.7,392.9,4,86.9
316,10.55,124,car,0.58,595.3,325.7,693.7,366.3,644.5,346.0,3,64.0
316,10.55,158,car,0.49,772.4,257.3,844.5,309.7,808.5,283.5,2,81.8
317,10.58,124,car,0.59,584.0,326.3,682.9,365.5,633.4,345.9,3,65.2
317,10.58,158,car,0.48,757.9,257.0,829.3,307.7,793.6,282.4,2,81.4
317,10.58,111,car,0.45,163.6,366.0,242.2,429.9,202.9,398.0,4,86.3
318,10.61,124,car,0.50,573.7,325.9,671.3,365.4,622.5,345.6,3,64.5
318,10.61,158,car,0.56,745.0,257.1,815.5,308.5,780.2,282.8,2,81.6
318,10.61,207,car,0.44,1066.9,552.8,1171.7,597.8,1119.3,575.3,6,0.0
318,10.61,111,car,0.43,148.8,363.8,230.0,432.0,189.4,397.9,4,85.0
319,10.65,124,car,0.56,562.4,326.0,664.3,366.7,613.4,346.3,3,63.8
319,10.65,158,car,0.44,730.0,255.5,801.0,308.7,765.5,282.1,2,82.1
319,10.65,207,car,0.49,1061.9,553.6,1172.2,597.7,1117.1,575.7,6,13.2
320,10.68,124,car,0.42,551.3,326.4,653.7,365.3,602.5,345.9,3,63.7
320,10.68,158,car,0.50,716.9,255.6,786.7,307.8,751.8,281.7,2,81.9
320,10.68,207,car,0.49,1062.0,554.2,1172.4,597.2,1117.2,575.7,6,6.3
320,10.68,208,car,0.44,1062.0,545.0,1174.2,587.9,1118.1,566.5,6,0.0
320,10.68,111,car,0.32,121.4,361.3,200.3,435.1,160.8,398.2,4,85.2
321,10.71,124,car,0.56,539.3,327.0,640.2,364.2,589.8,345.6,3,64.6
321,10.71,158,car,0.44,703.3,254.3,774.2,308.8,738.7,281.5,2,80.8
321,10.71,207,car,0.49,1067.3,555.9,1171.4,597.5,1119.4,576.7,6,2.7
321,10.71,208,car,0.43,1067.1,545.3,1172.8,587.3,1120.0,566.3,6,11.1
321,10.71,111,car,0.39,106.1,362.1,185.3,432.8,145.7,397.4,4,85.3
322,10.75,124,car,0.54,528.6,325.2,630.4,365.0,579.5,345.1,3,64.2
322,10.75,158,car,0.39,690.2,257.1,761.3,305.9,725.8,281.5,2,81.3
322,10.75,207,car,0.53,1072.2,558.1,1170.3,598.8,1121.3,578.5,6,5.5
322,10.75,208,car,0.41,1071.9,544.9,1171.7,591.9,1121.8,568.4,6,12.3
322,10.75,111,car,0.35,91.3,359.9,173.6,428.5,132.5,394.2,4,85.1
323,10.78,124,car,0.52,517.5,325.0,619.0,367.0,568.3,346.0,3,64.6
323,10.78,158,car,0.54,674.3,256.5,745.3,308.5,709.8,282.5,2,81.8
323,10.78,207,car,0.50,1078.7,558.3,1168.1,600.3,1123.4,579.3,6,6.8
323,10.78,208,car,0.38,1078.8,544.8,1169.5,594.8,1124.1,569.8,6,13.6
323,10.78,111,car,0.49,75.4,360.0,157.7,426.8,116.6,393.4,4,85.6
324,10.81,124,car,0.53,506.3,325.9,606.9,365.7,556.6,345.8,3,65.0
324,10.81,158,car,0.40,662.8,256.1,731.3,311.3,697.1,283.7,2,81.7
324,10.81,207,car,0.49,1091.0,563.5,1168.9,600.4,1129.9,582.0,6,12.4
324,10.81,111,car,0.30,60.0,364.0,140.8,429.0,100.4,396.5,4,85.6
325,10.85,124,car,0.59,495.4,325.8,595.2,365.7,545.3,345.8,3,65.5
325,10.85,158,car,0.55,648.6,257.3,718.2,309.5,683.4,283.4,2,81.1
325,10.85,207,car,0.34,1105.4,566.0,1171.3,598.8,1138.3,582.4,6,17.1
325,10.85,111,car,0.39,45.0,359.5,129.1,426.3,87.1,392.9,4,86.9
326,10.88,124,car,0.62,486.5,325.5,585.3,365.8,535.9,345.7,3,64.5
326,10.88,158,car,0.47,632.0,256.5,703.9,307.2,668.0,281.8,2,81.9
326,10.88,207,car,0.38,1118.2,567.5,1171.0,598.4,1144.6,583.0,6,19.5
326,10.88,111,car,0.49,26.2,359.5,111.1,425.8,68.6,392.6,4,87.7
327,10.91,124,car,0.38,478.3,325.9,573.1,365.0,525.7,345.4,3,63.8
327,10.91,158,car,0.52,619.5,257.6,690.0,304.9,654.7,281.2,2,81.5
327,10.91,111,car,0.42,12.1,360.9,95.1,426.1,53.6,393.5,4,88.2
328,10.95,124,car,0.59,463.9,326.5,565.8,366.6,514.8,346.6,3,63.9
328,10.95,158,car,0.55,603.9,257.3,676.9,305.8,640.4,281.6,2,82.4
328,10.95,111,car,0.54,0.0,358.5,81.1,429.4,40.6,394.0,4,87.2
329,10.98,124,car,0.54,451.1,326.0,552.9,366.1,502.0,346.0,3,64.7
329,10.98,158,car,0.33,591.4,256.8,663.1,310.8,627.2,283.8,2,82.3
329,10.98,111,car,0.52,0.0,361.6,63.9,431.7,32.0,396.6,4,83.7
330,11.01,124,car,0.60,442.6,325.6,542.0,366.5,492.3,346.1,3,64.1
330,11.01,158,car,0.51,576.4,257.4,648.8,309.4,612.6,283.4,2,82.1
330,11.01,111,car,0.48,0.0,361.2,48.4,436.5,24.2,398.8,4,80.9
331,11.05,124,car,0.48,429.2,326.1,531.3,365.4,480.3,345.8,3,64.5
331,11.05,158,car,0.57,560.8,255.3,634.4,311.4,597.6,283.3,2,82.9
332,11.08,124,car,0.57,417.1,325.8,520.8,367.7,469.0,346.8,3,65.5
332,11.08,158,car,0.50,551.0,256.6,620.9,309.2,585.9,282.9,2,81.5
333,11.11,124,car,0.49,407.8,325.7,509.8,366.7,458.8,346.2,3,65.2
333,11.11,158,car,0.52,533.8,256.6,607.0,308.0,570.4,282.3,2,82.3
334,11.15,124,car,0.58,396.8,325.7,498.0,365.6,447.4,345.7,3,64.6
334,11.15,158,car,0.44,517.9,257.4,592.7,305.9,555.3,281.6,2,83.2
335,11.18,124,car,0.62,387.8,326.1,488.4,366.3,438.1,346.2,3,64.2
335,11.18,158,car,0.57,506.9,258.1,579.7,307.2,543.3,282.6,2,82.8
336,11.21,124,car,0.55,375.0,326.0,477.5,367.4,426.2,346.7,3,64.5
336,11.21,158,car,0.47,492.1,258.5,564.1,311.1,528.1,284.8,2,82.5
337,11.25,124,car,0.64,363.0,327.7,465.0,369.7,414.0,348.7,4,64.7
337,11.25,158,car,0.60,477.5,258.1,550.3,310.1,513.9,284.1,2,83.1
338,11.28,124,car,0.58,354.3,326.7,453.5,370.2,403.9,348.4,4,64.2
338,11.28,158,car,0.54,461.9,257.9,536.9,309.8,499.4,283.9,2,83.5
338,11.28,217,car,0.47,78.2,559.6,158.5,607.6,118.4,583.6,7,0.0
339,11.31,124,car,0.63,343.6,326.5,444.9,371.2,394.2,348.9,4,64.3
339,11.31,158,car,0.34,451.9,258.8,524.1,310.2,488.0,284.5,2,81.7
340,11.35,124,car,0.58,332.4,326.0,435.6,370.8,384.0,348.4,4,64.3
340,11.35,158,car,0.40,439.5,259.0,509.6,309.6,474.5,284.3,2,81.8
341,11.38,124,car,0.67,322.3,324.2,422.5,371.1,372.4,347.7,3,64.6
341,11.38,158,car,0.36,427.1,259.8,496.3,306.4,461.7,283.1,2,81.1
341,11.38,219,car,0.55,122.3,561.9,198.6,609.6,160.4,585.7,7,0.0
342,11.41,124,car,0.65,312.9,323.9,412.3,369.7,362.6,346.8,3,63.3
342,11.41,158,car,0.44,414.4,259.3,482.6,308.0,448.5,283.7,2,81.1
342,11.41,219,car,0.42,133.1,562.2,212.8,610.2,173.0,586.2,7,74.0
343,11.45,124,car,0.67,300.9,325.1,404.8,368.8,352.8,346.9,3,63.3
343,11.45,219,car,0.54,154.9,563.5,229.2,613.9,192.1,588.7,7,93.8
344,11.48,124,car,0.53,294.1,325.8,394.6,366.7,344.3,346.2,3,61.7
344,11.48,219,car,0.55,170.0,564.2,245.0,615.9,207.5,590.1,7,92.9
344,11.48,220,car,0.49,0.0,660.5,50.6,727.8,25.3,694.2,8,0.0
344,11.48,158,car,0.34,386.3,259.8,454.5,311.1,420.4,285.4,2,81.0
345,11.51,124,car,0.44,280.6,325.4,381.4,365.3,331.0,345.4,3,62.6
345,11.51,219,car,0.53,189.6,558.2,259.8,617.0,224.7,587.6,7,94.8
345,11.51,220,car,0.42,0.0,660.4,65.9,727.8,32.9,694.1,8,45.2
345,11.51,158,car,0.32,370.4,258.6,441.7,308.7,406.1,283.6,2,80.7
346,11.55,124,car,0.51,268.8,325.7,370.0,365.2,319.4,345.5,3,63.3
346,11.55,219,car,0.54,198.3,561.1,274.0,617.2,236.1,589.2,7,89.4
347,11.58,124,car,0.59,257.8,326.1,358.3,365.1,308.0,345.6,3,63.3
347,11.58,219,car,0.35,213.1,563.7,288.1,614.3,250.6,589.0,7,88.7
347,11.58,220,car,0.34,1.8,662.5,99.3,725.3,50.6,693.9,8,49.8
347,11.58,158,car,0.51,343.6,258.4,414.6,310.4,379.1,284.4,2,81.4
348,11.61,124,car,0.59,247.3,327.3,347.3,365.7,297.3,346.5,3,63.9
348,11.61,219,car,0.46,228.2,564.0,302.1,613.9,265.2,588.9,7,88.3
348,11.61,158,car,0.48,332.9,259.6,405.5,307.2,369.2,283.4,2,79.1
349,11.65,124,car,0.58,236.2,326.2,334.2,366.0,285.2,346.1,3,64.0
349,11.65,219,car,0.46,245.7,562.2,316.6,612.0,281.1,587.1,7,89.0
349,11.65,158,car,0.54,321.3,258.3,390.1,307.8,355.7,283.1,2,78.5
349,11.65,220,car,0.39,13.1,677.1,128.6,725.9,70.9,701.5,9,54.5
350,11.68,124,car,0.53,225.2,324.7,323.2,367.3,274.2,346.0,3,63.5
350,11.68,219,car,0.49,260.6,561.0,331.7,610.8,296.2,585.9,7,89.0
350,11.68,158,car,0.39,300.0,258.6,375.1,308.6,337.5,283.6,2,80.9
350,11.68,220,car,0.43,24.7,675.5,142.7,725.9,83.7,700.7,9,57.8
351,11.71,124,car,0.49,213.4,325.6,313.6,367.1,263.5,346.3,3,63.7
351,11.71,219,car,0.54,277.4,560.0,345.0,609.6,311.2,584.8,7,88.9
351,11.71,158,car,0.38,286.7,258.9,360.5,312.2,323.6,285.5,2,80.4
351,11.71,220,car,0.53,39.0,675.8,157.7,725.5,98.4,700.6,9,61.8
352,11.75,124,car,0.51,202.1,325.2,301.8,367.2,252.0,346.2,3,64.6
352,11.75,158,car,0.37,268.5,256.6,346.5,313.2,307.5,284.9,2,81.2
352,11.75,220,car,0.35,47.9,676.5,171.9,727.6,109.9,702.1,9,62.7
353,11.78,158,car,0.30,259.3,257.1,333.1,317.2,296.2,287.1,2,79.9
353,11.78,219,car,0.40,306.6,559.2,376.0,607.6,341.3,583.4,7,88.9
354,11.81,158,car,0.39,241.6,255.7,318.3,314.7,279.9,285.2,2,81.8
354,11.81,219,car,0.40,318.2,560.5,390.5,607.4,354.4,583.9,7,88.0
354,11.81,124,car,0.46,177.7,324.4,280.0,368.1,228.8,346.3,3,65.4
354,11.81,220,car,0.45,79.8,676.3,197.5,725.5,138.6,700.9,9,67.0
355,11.85,158,car,0.34,230.9,257.9,305.2,311.8,268.0,284.8,2,81.2
355,11.85,219,car,0.31,332.7,560.1,405.2,607.6,369.0,583.9,7,87.9
355,11.85,221,car,0.58,1856.6,259.2,1920.0,307.6,1888.3,283.4,2,0.0
355,11.85,124,car,0.57,168.8,325.0,268.0,367.3,218.4,346.2,3,64.9
356,11.88,158,car,0.50,217.7,258.4,290.4,309.5,254.0,284.0,2,81.7
356,11.88,221,car,0.56,1843.5,260.5,1918.1,305.2,1880.8,282.8,2,44.5
356,11.88,124,car,0.32,157.5,323.8,256.9,366.6,207.2,345.2,3,65.5
356,11.88,220,car,0.40,112.1,677.9,226.7,725.2,169.4,701.5,9,71.0
357,11.91,158,car,0.50,203.9,259.0,275.9,309.8,239.9,284.4,2,82.0
357,11.91,221,car,0.47,1827.3,259.7,1904.0,308.6,1865.6,284.1,2,66.9
357,11.91,124,car,0.52,148.4,324.4,247.0,365.9,197.7,345.1,3,65.4
357,11.91,220,car,0.49,125.4,679.1,242.1,725.7,183.7,702.4,9,72.0
358,11.95,158,car,0.61,191.3,259.5,262.0,307.7,226.7,283.6,2,81.6
358,11.95,221,car,0.56,1809.2,259.9,1886.5,308.7,1847.9,284.3,2,79.5
358,11.95,124,car,0.39,135.1,324.7,236.6,367.6,185.8,346.2,3,66.8
358,11.95,220,car,0.42,141.3,678.3,254.5,726.8,197.9,702.5,9,72.8
358,11.95,219,car,0.45,372.3,563.0,447.2,608.6,409.7,585.8,7,87.3
359,11.98,158,car,0.60,177.9,257.2,248.9,310.5,213.4,283.8,2,81.2
359,11.98,221,car,0.54,1794.8,261.0,1875.0,310.0,1834.9,285.5,2,78.8
359,11.98,124,car,0.44,123.8,325.7,227.2,366.3,175.5,346.0,3,65.5
359,11.98,220,car,0.57,157.4,679.0,266.6,726.6,212.0,702.8,9,73.5
360,12.01,158,car,0.59,166.5,257.6,236.0,317.1,201.3,287.3,2,80.7
360,12.01,124,car,0.47,112.4,326.3,217.7,367.4,165.1,346.9,3,65.1
360,12.01,219,car,0.33,404.8,563.1,476.1,610.8,440.5,586.9,7,86.2
361,12.05,158,car,0.64,150.6,256.8,221.4,317.4,186.0,287.1,2,83.1
361,12.05,124,car,0.56,101.9,325.5,206.8,366.7,154.4,346.1,3,64.8
361,12.05,221,car,0.56,1763.0,261.2,1837.9,308.2,1800.4,284.7,2,86.4
362,12.08,158,car,0.59,138.8,257.8,208.2,311.4,173.5,284.6,2,82.7
362,12.08,124,car,0.59,91.3,324.9,197.4,365.9,144.4,345.4,3,64.4
362,12.08,221,car,0.57,1746.9,261.0,1820.2,309.0,1783.6,285.0,2,88.3
363,12.11,158,car,0.65,125.1,256.7,195.0,314.4,160.0,285.6,2,80.5
363,12.11,124,car,0.61,79.0,324.9,185.8,365.5,132.4,345.2,3,64.4
363,12.11,221,car,0.33,1730.7,259.4,1802.9,308.5,1766.8,284.0,2,89.6
364,12.15,158,car,0.57,111.1,256.5,180.8,314.7,146.0,285.6,2,80.6
364,12.15,124,car,0.62,68.2,324.6,173.9,365.2,121.0,344.9,3,64.5
364,12.15,221,car,0.57,1714.3,259.7,1786.1,306.6,1750.2,283.1,2,90.5
364,12.15,220,car,0.52,222.1,684.5,337.9,726.6,280.0,705.6,9,75.2
365,12.18,158,car,0.63,96.7,256.1,166.1,315.1,131.4,285.6,2,79.9
365,12.18,124,car,0.66,55.4,324.8,160.5,364.9,107.9,344.8,3,65.6
365,12.18,221,car,0.50,1700.4,261.5,1770.1,306.8,1735.3,284.1,2,90.3
365,12.18,220,car,0.46,238.7,681.5,351.5,726.6,295.1,704.1,9,75.8
365,12.18,219,car,0.33,477.4,562.5,546.4,607.5,511.9,585.0,7,85.5
366,12.21,158,car,0.58,81.4,254.4,153.4,319.2,117.4,286.8,2,81.1
366,12.21,124,car,0.64,46.2,325.3,151.0,363.4,98.6,344.3,3,64.6
366,12.21,221,car,0.55,1684.7,261.7,1757.0,307.1,1720.8,284.4,2,89.8
366,12.21,220,car,0.32,252.3,680.5,360.7,725.6,306.5,703.1,9,76.9
367,12.25,158,car,0.52,69.5,254.2,139.9,319.4,104.7,286.8,2,79.5
367,12.25,124,car,0.66,34.1,325.5,139.4,364.9,86.7,345.2,3,64.5
