frame,time,id,cls,conf,x1,y1,x2,y2,cx,cy,lane,speed_kmh
198,6.61,97,car,0.42,348.4,653.4,416.1,707.3,382.2,680.3,8,83.4
199,6.64,57,car,0.47,869.7,257.7,938.0,314.4,903.8,286.1,2,93.1
199,6.64,40,car,0.32,0.0,250.1,63.3,310.5,31.6,280.3,2,89.8
199,6.64,56,car,0.54,967.7,359.7,1045.6,423.4,1006.7,391.6,4,89.3
199,6.64,97,car,0.36,362.3,655.1,431.2,708.8,396.7,681.9,8,83.6
200,6.67,57,car,0.52,854.2,257.0,923.0,313.7,888.6,285.4,2,92.7
200,6.67,56,car,0.55,950.9,360.6,1032.4,424.0,991.7,392.3,4,89.1
200,6.67,97,car,0.30,376.0,657.4,443.6,707.2,409.8,682.3,8,83.1
201,6.71,57,car,0.55,841.3,258.2,908.6,313.9,875.0,286.0,2,91.2
201,6.71,56,car,0.59,935.3,363.4,1016.7,424.9,976.0,394.1,4,89.3
201,6.71,97,car,0.31,389.6,656.7,460.8,708.3,425.2,682.5,8,83.6
201,6.71,45,car,0.33,1391.3,646.5,1459.7,713.8,1425.5,680.2,8,85.5
202,6.74,57,car,0.49,824.5,258.1,891.9,315.2,858.2,286.6,2,92.1
202,6.74,56,car,0.52,920.6,364.2,1000.5,425.4,960.5,394.8,4,90.0
202,6.74,97,car,0.47,404.4,656.3,474.7,708.5,439.6,682.4,8,83.7
202,6.74,111,car,0.55,1859.3,373.1,1920.0,431.6,1889.6,402.4,5,0.0
203,6.77,57,car,0.51,809.5,257.3,876.4,315.2,843.0,286.3,2,91.6
203,6.77,56,car,0.41,906.9,362.6,984.6,424.8,945.7,393.7,4,89.4
203,6.77,97,car,0.46,419.8,656.2,487.9,708.7,453.9,682.4,8,83.8
203,6.77,111,car,0.56,1848.5,374.5,1919.9,432.8,1884.2,403.7,5,32.9
203,6.77,113,car,0.46,1847.3,299.9,1919.8,362.7,1883.5,331.3,3,0.0
203,6.77,45,car,0.39,1422.8,644.5,1488.5,712.4,1455.6,678.4,8,85.6
204,6.81,57,car,0.52,795.5,256.0,862.7,314.3,829.1,285.1,2,90.9
204,6.81,56,car,0.56,889.7,362.9,968.8,424.6,929.2,393.8,4,89.6
204,6.81,97,car,0.54,432.6,655.9,502.8,708.6,467.7,682.2,8,83.6
204,6.81,111,car,0.54,1833.7,378.3,1916.7,428.1,1875.2,403.2,5,42.7
204,6.81,113,car,0.48,1838.8,306.3,1919.6,365.4,1879.2,335.9,3,37.2
204,6.81,45,car,0.47,1439.0,643.0,1502.5,711.8,1470.7,677.4,8,85.5
205,6.84,57,car,0.47,778.6,255.3,846.0,315.7,812.3,285.5,2,92.2
205,6.84,97,car,0.41,447.1,655.0,517.2,708.6,482.1,681.8,8,85.7
205,6.84,111,car,0.49,1816.0,378.7,1903.0,429.9,1859.5,404.3,5,59.4
206,6.87,57,car,0.54,764.3,254.8,829.9,315.2,797.1,285.0,2,91.0
206,6.87,97,car,0.48,458.8,654.5,531.4,708.6,495.1,681.6,8,84.3
206,6.87,111,car,0.50,1800.3,380.9,1886.6,429.9,1843.5,405.4,5,68.2
206,6.87,56,car,0.41,860.6,361.3,938.2,424.2,899.4,392.7,4,89.3
206,6.87,45,car,0.40,1468.6,643.4,1530.9,714.8,1499.7,679.1,8,85.8
207,6.91,57,car,0.54,750.3,255.2,816.3,316.1,783.3,285.7,2,90.3
207,6.91,97,car,0.47,474.8,653.8,545.9,708.0,510.3,680.9,8,83.4
207,6.91,56,car,0.57,841.4,362.5,923.7,425.1,882.6,393.8,4,90.0
208,6.94,57,car,0.46,733.9,257.9,800.0,316.4,767.0,287.2,2,91.4
208,6.94,97,car,0.30,488.3,653.8,561.6,709.3,524.9,681.6,8,83.6
208,6.94,56,car,0.54,827.7,363.4,911.6,426.5,869.7,395.0,4,89.2
208,6.94,111,car,0.53,1771.2,379.2,1855.3,433.2,1813.2,406.2,5,75.2
208,6.94,45,car,0.37,1498.6,646.6,1564.0,716.6,1531.3,681.6,8,85.7
209,6.97,57,car,0.48,718.4,256.5,785.2,316.5,751.8,286.5,2,90.5
209,6.97,97,car,0.49,502.6,653.9,573.5,708.6,538.1,681.3,8,82.8
209,6.97,56,car,0.46,814.6,361.9,895.7,426.2,855.2,394.0,4,89.0
209,6.97,111,car,0.34,1757.3,379.9,1837.3,432.4,1797.3,406.1,5,77.9
210,7.01,57,car,0.42,703.2,257.6,770.3,315.7,736.7,286.6,2,89.8
210,7.01,97,car,0.46,517.4,654.1,585.5,708.6,551.5,681.4,8,83.0
210,7.01,56,car,0.50,800.3,362.2,878.6,425.8,839.4,394.0,4,89.4
210,7.01,111,car,0.34,1743.0,376.8,1821.9,432.2,1782.5,404.5,5,79.0
210,7.01,45,car,0.43,1528.0,648.9,1592.7,718.8,1560.3,683.8,8,85.9
211,7.04,57,car,0.39,688.1,259.7,753.9,315.4,721.0,287.6,2,90.8
211,7.04,97,car,0.47,529.9,653.7,601.3,707.9,565.6,680.8,8,83.2
211,7.04,56,car,0.40,785.4,361.9,864.1,425.3,824.7,393.6,4,89.3
211,7.04,111,car,0.53,1725.8,379.0,1802.4,432.0,1764.1,405.5,5,82.3
212,7.07,57,car,0.48,671.5,258.0,737.2,311.6,704.4,284.8,2,90.5
212,7.07,97,car,0.37,542.1,653.2,615.0,707.2,578.6,680.2,8,82.5
212,7.07,56,car,0.51,768.5,360.0,849.2,425.2,808.8,392.6,4,89.2
212,7.07,111,car,0.31,1711.4,381.0,1785.6,430.7,1748.5,405.9,5,83.3
213,7.11,57,car,0.43,655.7,258.2,721.4,311.6,688.5,284.9,2,90.8
213,7.11,56,car,0.55,752.0,360.5,836.8,425.9,794.4,393.2,4,89.4
214,7.14,57,car,0.31,642.5,258.6,705.8,311.9,674.1,285.3,2,91.1
214,7.14,56,car,0.52,739.6,359.8,822.9,425.8,781.2,392.8,4,88.7
214,7.14,111,car,0.35,1680.4,377.2,1751.1,430.9,1715.8,404.0,5,85.5
215,7.18,57,car,0.34,625.5,260.4,690.9,312.1,658.2,286.2,2,90.8
215,7.18,56,car,0.55,724.3,361.5,807.2,425.8,765.7,393.7,4,88.6
215,7.18,111,car,0.57,1662.0,371.2,1737.4,429.5,1699.7,400.4,5,86.2
215,7.18,97,car,0.38,584.3,655.3,656.7,707.1,620.5,681.2,8,82.9
216,7.21,57,car,0.34,609.5,259.8,675.8,312.6,642.6,286.2,2,90.9
216,7.21,56,car,0.38,708.8,360.7,790.2,426.5,749.5,393.6,4,88.9
216,7.21,111,car,0.50,1646.5,369.5,1723.2,429.6,1684.8,399.6,4,86.3
216,7.21,97,car,0.40,600.3,656.7,672.0,705.7,636.2,681.2,8,83.0
217,7.24,57,car,0.30,596.0,259.7,660.8,313.4,628.4,286.6,2,91.1
217,7.24,56,car,0.35,694.8,361.3,774.8,425.9,734.8,393.6,4,88.9
217,7.24,111,car,0.59,1633.1,368.7,1711.8,430.0,1672.4,399.4,4,85.4
217,7.24,97,car,0.51,615.3,656.8,685.9,705.2,650.6,681.0,8,83.0
218,7.28,57,car,0.36,578.8,258.9,644.9,311.0,611.9,285.0,2,90.9
218,7.28,56,car,0.41,679.1,361.3,758.9,425.1,719.0,393.2,4,88.6
218,7.28,111,car,0.46,1617.5,368.0,1695.3,430.7,1656.4,399.3,4,89.6
218,7.28,97,car,0.55,629.5,656.6,702.2,705.2,665.9,680.9,8,83.4
219,7.31,57,car,0.31,562.5,259.3,629.3,313.2,595.9,286.2,2,91.3
219,7.31,56,car,0.30,664.2,361.2,745.5,425.6,704.9,393.4,4,88.3
219,7.31,111,car,0.47,1602.8,369.2,1678.1,430.6,1640.5,399.9,4,92.3
219,7.31,97,car,0.53,642.3,655.8,714.7,705.9,678.5,680.9,8,82.9
220,7.34,56,car,0.30,649.0,361.0,730.2,425.6,689.6,393.3,4,87.6
220,7.34,111,car,0.56,1589.5,368.0,1664.1,431.0,1626.8,399.5,4,91.5
220,7.34,97,car,0.55,656.2,655.1,727.7,706.0,692.0,680.6,8,82.5
221,7.38,111,car,0.55,1574.7,369.9,1649.7,430.8,1612.2,400.4,5,91.0
221,7.38,97,car,0.44,671.0,654.5,741.7,705.9,706.3,680.2,8,83.1
222,7.41,111,car,0.60,1560.9,367.8,1634.6,430.8,1597.8,399.3,4,90.8
222,7.41,97,car,0.50,685.1,653.6,756.8,705.5,720.9,679.6,8,82.8
223,7.44,111,car,0.41,1547.2,365.8,1619.0,431.4,1583.1,398.6,4,90.3
223,7.44,97,car,0.58,698.0,652.4,774.0,704.7,736.0,678.6,8,83.0
223,7.44,56,car,0.35,604.4,363.2,684.3,424.6,644.4,393.9,4,88.6
224,7.48,111,car,0.58,1532.1,367.0,1604.7,430.1,1568.4,398.5,4,90.2
224,7.48,97,car,0.46,714.1,652.5,785.0,704.2,749.5,678.4,8,83.2
225,7.51,111,car,0.44,1520.0,369.1,1591.0,430.2,1555.5,399.7,4,87.9
225,7.51,97,car,0.53,727.9,653.6,795.0,704.8,761.4,679.2,8,82.6
226,7.54,111,car,0.46,1505.1,368.1,1576.2,429.2,1540.7,398.6,4,87.6
226,7.54,97,car,0.39,743.1,653.9,810.5,703.5,776.8,678.7,8,83.1
227,7.58,111,car,0.49,1488.9,368.4,1561.9,429.2,1525.4,398.8,4,86.4
227,7.58,97,car,0.37,758.0,653.6,827.3,703.2,792.7,678.4,8,84.2
227,7.58,124,car,0.51,1576.4,316.7,1687.5,365.5,1632.0,341.1,3,0.0
227,7.58,56,car,0.43,545.9,359.4,625.8,423.1,585.9,391.3,4,88.3
228,7.61,111,car,0.54,1473.2,367.6,1547.9,428.3,1510.5,397.9,4,85.9
228,7.61,97,car,0.41,773.1,653.2,842.3,702.6,807.7,677.9,8,85.0
228,7.61,124,car,0.42,1569.0,315.9,1678.8,364.1,1623.9,340.0,3,48.1
228,7.61,56,car,0.38,529.9,359.7,612.3,422.3,571.1,391.0,4,88.0
229,7.64,111,car,0.42,1457.6,368.3,1533.2,428.6,1495.4,398.4,4,86.0
229,7.64,97,car,0.57,786.4,651.8,855.9,702.7,821.1,677.2,8,84.0
229,7.64,124,car,0.59,1557.2,318.3,1669.6,363.8,1613.4,341.0,3,54.8
229,7.64,56,car,0.40,514.7,360.1,598.2,422.3,556.4,391.2,4,87.9
229,7.64,57,car,0.41,406.2,258.3,476.8,316.0,441.5,287.2,2,91.7
230,7.68,111,car,0.54,1443.2,364.9,1517.4,428.3,1480.3,396.6,4,87.2
230,7.68,97,car,0.57,794.3,651.8,872.1,703.5,833.2,677.7,8,82.9
230,7.68,124,car,0.57,1545.1,316.8,1654.1,362.8,1599.6,339.8,3,63.7
230,7.68,56,car,0.33,501.3,360.9,582.6,422.8,541.9,391.8,4,87.5
230,7.68,57,car,0.33,390.1,257.4,460.8,317.2,425.5,287.3,2,91.6
231,7.71,111,car,0.53,1426.5,364.2,1502.3,428.8,1464.4,396.5,4,87.1
231,7.71,97,car,0.51,809.8,652.8,888.0,703.1,848.9,677.9,8,83.1
232,7.74,111,car,0.61,1411.8,366.8,1489.8,429.0,1450.8,397.9,4,86.1
232,7.74,97,car,0.58,826.3,651.4,902.1,704.0,864.2,677.7,8,84.3
232,7.74,124,car,0.43,1528.2,317.0,1634.4,360.2,1581.3,338.6,3,59.8
232,7.74,57,car,0.51,363.9,259.6,432.3,317.7,398.1,288.6,2,90.7
233,7.78,111,car,0.55,1399.6,365.8,1475.2,429.6,1437.4,397.7,4,85.9
233,7.78,97,car,0.59,840.0,652.3,916.3,703.7,878.2,678.0,8,84.5
233,7.78,124,car,0.44,1511.8,317.7,1626.9,360.8,1569.3,339.3,3,61.6
233,7.78,57,car,0.37,346.8,261.0,418.2,318.4,382.5,289.7,2,90.9
234,7.81,111,car,0.62,1384.6,368.3,1459.1,428.6,1421.8,398.4,4,86.4
234,7.81,97,car,0.49,855.3,652.7,928.7,703.4,892.0,678.0,8,84.3
234,7.81,124,car,0.52,1500.5,316.5,1610.6,360.2,1555.6,338.4,3,64.4
235,7.84,111,car,0.60,1368.8,371.3,1445.3,428.1,1407.1,399.7,4,86.5
235,7.84,97,car,0.44,869.9,651.6,945.0,703.3,907.5,677.5,8,84.7
235,7.84,124,car,0.33,1489.6,314.7,1601.0,358.6,1545.3,336.6,3,64.0
235,7.84,56,car,0.34,429.0,358.1,504.9,422.6,466.9,390.3,4,87.8
236,7.88,111,car,0.58,1355.0,369.4,1429.9,427.4,1392.5,398.4,4,86.5
236,7.88,124,car,0.47,1478.3,315.8,1589.2,359.1,1533.7,337.4,3,64.4
236,7.88,56,car,0.46,407.6,361.3,489.8,422.4,448.7,391.9,4,89.2
237,7.91,111,car,0.55,1339.9,371.1,1415.9,426.4,1377.9,398.7,4,86.5
237,7.91,124,car,0.38,1468.2,315.3,1579.3,358.6,1523.7,336.9,3,63.9
237,7.91,56,car,0.42,394.3,363.2,475.2,423.8,434.7,393.5,4,88.8
237,7.91,97,car,0.47,899.1,647.8,972.0,701.3,935.6,674.6,8,84.1
238,7.94,111,car,0.58,1324.9,371.3,1401.5,426.2,1363.2,398.8,4,87.3
238,7.94,124,car,0.34,1456.8,319.4,1565.8,360.7,1511.3,340.0,3,64.7
238,7.94,56,car,0.43,384.3,360.5,460.0,423.9,422.2,392.2,4,87.8
238,7.94,97,car,0.48,911.9,647.0,985.4,702.7,948.6,674.9,8,83.9
239,7.98,111,car,0.50,1310.6,370.9,1386.4,426.0,1348.5,398.4,4,87.2
239,7.98,56,car,0.36,370.0,362.0,444.8,424.3,407.4,393.2,4,87.8
239,7.98,97,car,0.33,928.6,649.1,999.4,702.0,964.0,675.6,8,85.4
239,7.98,132,car,0.46,1235.2,603.3,1306.1,664.2,1270.7,633.7,7,0.0
240,8.01,111,car,0.57,1295.4,371.6,1371.7,426.5,1333.5,399.1,4,87.1
240,8.01,56,car,0.49,354.7,363.7,430.6,424.3,392.6,394.0,4,87.5
240,8.01,97,car,0.45,941.1,649.4,1014.0,700.7,977.6,675.1,8,84.6
240,8.01,57,car,0.39,241.0,259.8,309.5,314.0,275.2,286.9,2,90.7
241,8.04,111,car,0.56,1281.8,372.3,1358.3,427.2,1320.0,399.8,4,86.5
241,8.04,56,car,0.48,337.3,360.1,415.5,424.0,376.4,392.0,4,88.1
241,8.04,136,car,0.51,1841.3,244.7,1918.4,299.9,1879.8,272.3,2,0.0
241,8.04,124,car,0.43,1423.0,321.5,1515.8,359.2,1469.4,340.3,3,68.5
242,8.08,111,car,0.51,1268.2,373.3,1343.7,426.8,1306.0,400.0,5,86.0
242,8.08,56,car,0.49,321.2,362.1,399.9,423.6,360.5,392.9,4,88.2
242,8.08,136,car,0.48,1830.4,243.6,1916.4,299.2,1873.4,271.4,2,38.5
242,8.08,124,car,0.58,1409.5,321.7,1511.5,358.7,1460.5,340.2,3,67.4
243,8.11,111,car,0.50,1253.3,371.2,1326.6,427.3,1289.9,399.2,4,86.4
243,8.11,56,car,0.45,309.5,362.9,390.2,423.8,349.8,393.3,4,86.9
243,8.11,124,car,0.41,1399.7,317.1,1496.0,359.5,1447.8,338.3,3,67.9
243,8.11,97,car,0.40,985.3,649.5,1056.2,697.8,1020.8,673.7,8,84.1
244,8.14,111,car,0.47,1237.7,370.8,1309.7,427.7,1273.7,399.2,4,86.6
244,8.14,56,car,0.52,293.6,362.9,375.1,423.5,334.3,393.2,4,87.3
244,8.14,124,car,0.44,1388.0,320.5,1475.6,359.0,1431.8,339.8,3,70.8
244,8.14,97,car,0.35,999.2,650.7,1070.2,697.0,1034.7,673.8,8,83.7
245,8.18,111,car,0.54,1221.0,370.3,1296.1,427.1,1258.6,398.7,4,87.2
245,8.18,56,car,0.43,277.3,360.2,358.3,424.3,317.8,392.3,4,87.9
245,8.18,124,car,0.53,1378.6,322.4,1462.5,361.3,1420.5,341.9,3,71.1
245,8.18,97,car,0.44,1012.8,650.4,1086.6,697.0,1049.7,673.7,8,84.3
246,8.21,111,car,0.56,1206.9,366.6,1280.6,426.9,1243.8,396.7,4,87.9
246,8.21,56,car,0.54,261.1,360.7,343.2,424.8,302.1,392.8,4,88.3
246,8.21,124,car,0.54,1365.6,323.7,1466.2,360.5,1415.9,342.1,3,67.7
246,8.21,97,car,0.43,1028.1,650.7,1104.6,696.3,1066.3,673.5,8,86.0
246,8.21,57,car,0.44,148.1,258.8,217.6,317.3,182.8,288.0,2,90.5
247,8.24,111,car,0.58,1190.5,365.7,1265.7,427.8,1228.1,396.8,4,87.9
247,8.24,56,car,0.37,249.7,361.7,327.9,423.4,288.8,392.6,4,87.8
247,8.24,124,car,0.31,1357.1,324.4,1437.4,360.6,1397.3,342.5,3,72.4
247,8.24,97,car,0.35,1041.6,650.9,1118.0,696.2,1079.8,673.5,8,85.1
247,8.24,151,car,0.59,1753.7,245.1,1836.1,302.3,1794.9,273.7,2,0.0
247,8.24,57,car,0.34,131.3,258.7,202.2,319.5,166.7,289.1,2,90.5
248,8.28,111,car,0.61,1177.1,366.0,1253.1,430.2,1215.1,398.1,4,87.1
248,8.28,124,car,0.33,1345.6,324.7,1446.1,359.5,1395.9,342.1,3,68.2
248,8.28,97,car,0.31,1056.2,648.4,1132.5,698.3,1094.3,673.3,8,84.9
248,8.28,57,car,0.41,119.9,259.6,188.0,319.5,154.0,289.5,2,90.3
249,8.31,111,car,0.48,1162.4,366.0,1238.1,432.7,1200.3,399.3,4,87.2
249,8.31,124,car,0.52,1335.1,324.4,1444.5,360.0,1389.8,342.2,3,65.2
249,8.31,57,car,0.48,103.3,257.8,173.3,319.5,138.3,288.6,2,90.2
249,8.31,56,car,0.30,218.2,361.0,298.5,423.1,258.4,392.0,4,87.9
250,8.34,111,car,0.47,1147.8,368.0,1221.3,433.1,1184.6,400.6,5,87.7
250,8.34,124,car,0.50,1322.0,323.6,1431.4,359.3,1376.7,341.5,3,66.3
250,8.34,158,car,0.53,1709.4,245.7,1788.6,299.9,1749.0,272.8,2,0.0
251,8.38,111,car,0.59,1133.6,367.2,1205.9,433.8,1169.7,400.5,5,87.8
251,8.38,124,car,0.42,1311.8,323.9,1415.4,360.1,1363.6,342.0,3,66.9
251,8.38,158,car,0.52,1696.6,249.2,1778.1,300.8,1737.4,275.0,2,69.5
251,8.38,97,car,0.38,1097.8,648.7,1174.8,696.5,1136.3,672.6,8,84.6
251,8.38,57,car,0.38,73.8,258.0,143.3,320.4,108.5,289.2,2,90.0
252,8.41,111,car,0.43,1120.0,366.0,1189.1,432.8,1154.6,399.4,4,88.0
252,8.41,158,car,0.55,1681.2,248.8,1761.7,301.1,1721.5,275.0,2,81.4
252,8.41,97,car,0.43,1114.9,649.0,1188.2,695.0,1151.5,672.0,8,85.1
252,8.41,57,car,0.31,54.4,255.3,127.7,320.1,91.1,287.7,2,90.6
252,8.41,56,car,0.36,172.7,366.4,253.4,423.7,213.0,395.1,4,86.9
253,8.44,111,car,0.44,1104.7,367.3,1176.0,431.9,1140.3,399.6,4,87.7
253,8.44,158,car,0.56,1664.7,248.3,1744.0,300.6,1704.4,274.5,2,87.8
253,8.44,97,car,0.39,1130.6,648.6,1203.5,693.8,1167.0,671.2,8,85.1
253,8.44,57,car,0.39,39.3,257.1,112.0,317.6,75.7,287.3,2,90.4
253,8.44,56,car,0.52,160.3,366.0,241.1,425.1,200.7,395.6,4,86.3
253,8.44,124,car,0.52,1287.7,322.9,1399.5,360.7,1343.6,341.8,3,66.4
254,8.48,111,car,0.49,1090.9,367.0,1158.5,431.9,1124.7,399.4,4,88.6
254,8.48,158,car,0.58,1649.8,249.0,1728.9,300.2,1689.4,274.6,2,87.9
254,8.48,97,car,0.35,1145.6,649.9,1218.0,692.3,1181.8,671.1,8,85.5
254,8.48,57,car,0.42,25.1,256.7,97.8,317.5,61.5,287.1,2,90.1
254,8.48,124,car,0.37,1277.6,322.1,1387.1,360.3,1332.3,341.2,3,66.0
255,8.51,111,car,0.40,1075.2,363.8,1144.0,431.0,1109.6,397.4,4,89.1
255,8.51,158,car,0.54,1635.1,247.9,1716.3,300.3,1675.7,274.1,2,86.5
255,8.51,97,car,0.42,1159.4,651.4,1232.9,691.4,1196.1,671.4,8,85.9
255,8.51,57,car,0.42,7.3,253.7,81.5,313.9,44.4,283.8,2,90.1
255,8.51,124,car,0.44,1265.6,323.4,1374.5,360.8,1320.1,342.1,3,62.9
255,8.51,56,car,0.43,129.7,364.5,210.9,425.2,170.3,394.9,4,87.4
256,8.54,111,car,0.51,1060.5,364.3,1129.1,432.0,1094.8,398.1,4,88.5
256,8.54,158,car,0.57,1620.9,247.9,1700.6,300.1,1660.8,274.0,2,86.7
256,8.54,97,car,0.43,1174.7,648.9,1247.4,691.9,1211.1,670.4,8,85.7
256,8.54,57,car,0.50,0.0,254.6,65.8,308.0,32.9,281.3,2,89.1
256,8.54,56,car,0.44,115.5,362.4,196.2,424.6,155.9,393.5,4,87.3
257,8.58,111,car,0.52,1046.6,367.1,1114.5,433.2,1080.6,400.1,5,87.7
257,8.58,158,car,0.62,1607.1,246.5,1685.9,300.2,1646.5,273.3,2,86.4
257,8.58,97,car,0.38,1187.9,651.6,1260.5,692.2,1224.2,671.9,8,85.6
257,8.58,57,car,0.39,0.0,250.8,49.3,307.2,24.7,279.0,2,88.1
257,8.58,56,car,0.36,101.0,360.7,181.9,423.7,141.5,392.2,4,87.2
258,8.61,111,car,0.45,1030.0,367.9,1101.3,433.1,1065.7,400.5,5,87.5
258,8.61,158,car,0.55,1592.9,246.7,1670.1,299.4,1631.5,273.1,2,86.6
258,8.61,97,car,0.32,1200.6,647.6,1276.7,692.2,1238.7,669.9,8,85.7
258,8.61,56,car,0.43,84.6,358.7,168.5,423.2,126.5,391.0,4,86.7
259,8.64,111,car,0.47,1015.2,366.1,1085.9,434.1,1050.5,400.1,5,87.7
259,8.64,158,car,0.56,1576.2,247.5,1654.9,299.9,1615.5,273.7,2,87.5
259,8.64,124,car,0.62,1219.6,320.4,1329.9,360.4,1274.8,340.4,3,64.5
260,8.68,111,car,0.34,998.4,363.5,1070.7,434.2,1034.5,398.9,4,87.8
260,8.68,158,car,0.58,1561.5,248.0,1643.0,301.0,1602.3,274.5,2,86.5
260,8.68,124,car,0.33,1209.1,318.2,1315.8,363.8,1262.5,341.0,3,64.3
261,8.71,111,car,0.49,985.5,361.9,1055.3,433.5,1020.4,397.7,4,88.3
261,8.71,158,car,0.59,1548.5,248.0,1628.3,300.5,1588.4,274.2,2,86.1
262,8.74,111,car,0.46,970.7,360.0,1041.5,434.3,1006.1,397.2,4,88.1
262,8.74,158,car,0.58,1534.0,246.4,1612.5,300.9,1573.2,273.6,2,86.4
262,8.74,97,car,0.36,1261.1,646.8,1336.4,692.7,1298.7,669.7,8,86.6
262,8.74,124,car,0.46,1189.3,321.8,1295.3,367.7,1242.3,344.7,3,62.1
263,8.78,111,car,0.50,956.4,361.9,1029.8,434.5,993.1,398.2,4,86.9
263,8.78,158,car,0.61,1519.3,246.4,1597.9,301.3,1558.6,273.8,2,86.4
263,8.78,97,car,0.41,1274.5,644.9,1350.8,691.9,1312.6,668.4,8,86.2
263,8.78,124,car,0.52,1176.0,323.7,1282.1,366.7,1229.1,345.2,3,62.8
264,8.81,111,car,0.59,940.6,362.5,1016.6,434.8,978.6,398.7,4,86.7
264,8.81,158,car,0.63,1506.9,247.9,1584.4,300.7,1545.7,274.3,2,87.0
264,8.81,97,car,0.41,1289.4,644.0,1365.8,692.6,1327.6,668.3,8,85.7
264,8.81,124,car,0.47,1167.4,324.6,1272.4,365.1,1219.9,344.9,3,64.2
264,8.81,56,car,0.49,0.0,360.0,77.0,425.8,38.5,392.9,4,86.4
265,8.84,111,car,0.46,927.0,362.7,1001.7,435.7,964.4,399.2,4,86.3
265,8.84,158,car,0.61,1491.7,247.7,1570.1,301.5,1530.9,274.6,2,86.5
265,8.84,97,car,0.37,1301.8,644.8,1379.4,692.1,1340.6,668.4,8,85.5
265,8.84,124,car,0.44,1155.3,325.5,1259.8,364.4,1207.6,344.9,3,62.2
265,8.84,56,car,0.48,0.0,363.4,59.6,429.5,29.8,396.4,4,85.8
266,8.88,111,car,0.53,913.3,364.5,985.7,435.2,949.5,399.9,4,86.6
266,8.88,158,car,0.62,1475.5,248.2,1555.0,301.9,1515.3,275.1,2,85.8
266,8.88,97,car,0.46,1320.3,642.3,1391.2,690.8,1355.8,666.5,8,85.7
266,8.88,124,car,0.51,1141.7,324.0,1251.2,364.9,1196.4,344.5,3,65.4
266,8.88,178,car,0.60,1781.1,664.4,1864.0,731.8,1822.6,698.1,9,0.0
267,8.91,111,car,0.47,899.5,364.5,967.5,433.2,933.5,398.8,4,86.8
267,8.91,158,car,0.65,1462.9,247.0,1541.4,301.4,1502.1,274.2,2,85.0
267,8.91,97,car,0.32,1336.0,643.3,1405.2,690.5,1370.6,666.9,8,86.4
267,8.91,124,car,0.47,1130.5,319.8,1238.1,364.4,1184.3,342.1,3,67.3
267,8.91,178,car,0.63,1793.6,665.8,1878.4,732.0,1836.0,698.9,9,79.5
268,8.94,111,car,0.34,883.7,361.8,955.3,433.2,919.5,397.5,4,86.3
268,8.94,158,car,0.64,1450.3,247.5,1526.1,302.7,1488.2,275.1,2,85.1
268,8.94,97,car,0.45,1351.2,643.7,1423.1,689.6,1387.2,666.7,8,86.9
268,8.94,124,car,0.59,1120.9,318.7,1225.1,364.7,1173.0,341.7,3,66.8
268,8.94,178,car,0.58,1809.4,665.4,1889.9,732.2,1849.7,698.8,9,79.9
269,8.98,111,car,0.52,869.3,362.0,937.2,432.9,903.2,397.4,4,87.0
269,8.98,158,car,0.63,1434.9,248.7,1510.4,302.0,1472.7,275.4,2,85.4
269,8.98,97,car,0.54,1369.0,642.4,1439.2,689.1,1404.1,665.7,8,87.4
269,8.98,124,car,0.54,1109.3,322.3,1212.7,364.2,1161.0,343.3,3,66.4
269,8.98,178,car,0.37,1828.2,666.2,1911.2,732.7,1869.7,699.4,9,92.7
270,9.01,111,car,0.44,851.5,364.6,921.8,432.3,886.6,398.5,4,88.0
270,9.01,158,car,0.67,1419.0,249.6,1497.1,303.9,1458.1,276.7,2,85.5
270,9.01,97,car,0.59,1384.4,642.1,1452.8,689.3,1418.6,665.7,8,87.3
270,9.01,124,car,0.53,1097.8,323.8,1202.5,364.5,1150.2,344.1,3,67.1
270,9.01,178,car,0.45,1847.1,667.6,1920.0,741.8,1883.6,704.7,9,90.5
271,9.04,111,car,0.35,839.0,365.9,910.3,431.3,874.7,398.6,4,86.7
271,9.04,158,car,0.64,1405.0,250.4,1481.2,303.9,1443.1,277.2,2,85.5
271,9.04,97,car,0.36,1393.1,639.5,1467.2,689.1,1430.2,664.3,8,86.3
271,9.04,124,car,0.55,1088.5,324.1,1190.1,364.7,1139.3,344.4,3,67.0
271,9.04,178,car,0.39,1862.9,665.6,1920.0,744.9,1891.4,705.3,9,81.7
272,9.08,111,car,0.45,825.1,365.4,894.7,431.5,859.9,398.5,4,86.5
272,9.08,158,car,0.62,1390.9,249.9,1465.9,303.0,1428.4,276.5,2,84.9
272,9.08,97,car,0.41,1409.0,637.8,1482.3,689.1,1445.7,663.5,8,86.5
272,9.08,124,car,0.55,1077.3,325.1,1182.1,365.0,1129.7,345.0,3,66.1
272,9.08,178,car,0.41,1876.9,663.8,1920.0,746.6,1898.5,705.2,9,75.0
273,9.11,111,car,0.37,810.3,364.7,880.0,431.8,845.2,398.2,4,85.9
273,9.11,158,car,0.67,1376.2,250.0,1451.9,304.8,1414.1,277.4,2,85.4
273,9.11,97,car,0.58,1425.4,639.2,1500.1,688.7,1462.7,663.9,8,88.0
273,9.11,124,car,0.52,1064.0,326.1,1168.4,364.4,1116.2,345.3,3,66.8
274,9.14,158,car,0.63,1362.7,250.5,1438.4,303.9,1400.5,277.2,2,85.3
